,Name Of The Movie,Year Of Release,IMDB Rating,Metascore,Number Of Votes,IMDB Rating Scaled to 100
0,Gladiator,2000,8.5,67,1307426,85.0
1,Memento,2000,8.4,80,1097946,84.0
2,Snatch,2000,8.3,55,766227,83.0
3,Requiem for a Dream,2000,8.3,68,747818,83.0
4,X-Men,2000,7.4,64,561823,74.0
5,Cast Away,2000,7.8,73,510471,78.0
6,American Psycho,2000,7.6,64,472506,76.0
7,Unbreakable,2000,7.3,62,379964,73.0
8,Mission: Impossible II,2000,6.1,59,308415,61.0
9,Meet the Parents,2000,7.0,73,306356,70.0
10,"O Brother, Where Art Thou?",2000,7.7,69,279365,77.0
11,Gone in Sixty Seconds,2000,6.5,35,256697,65.0
12,The Patriot,2000,7.2,63,250674,72.0
13,Wo hu cang long,2000,7.8,94,249494,78.0
14,Almost Famous,2000,7.9,90,247532,79.0
15,Scary Movie,2000,6.2,48,228217,62.0
16,Final Destination,2000,6.7,36,224750,67.0
17,Pitch Black,2000,7.1,49,222556,71.0
18,The Beach,2000,6.7,43,219254,67.0
19,Amores perros,2000,8.1,83,219193,81.0
20,"Me, Myself & Irene",2000,6.6,49,218998,66.0
21,How the Grinch Stole Christmas,2000,6.2,46,198367,62.0
22,Remember the Titans,2000,7.8,48,194277,78.0
23,Traffic,2000,7.6,86,193125,76.0
24,What Women Want,2000,6.4,47,188649,64.0
25,Miss Congeniality,2000,6.2,43,182938,62.0
26,Chocolat,2000,7.2,64,175254,72.0
27,The Emperor's New Groove,2000,7.3,70,175109,73.0
28,Chicken Run,2000,7.0,88,173928,70.0
29,Charlie's Angels,2000,5.5,52,173574,55.0
30,Erin Brockovich,2000,7.3,73,170646,73.0
31,Batoru rowaiaru,2000,7.6,81,166387,76.0
32,High Fidelity,2000,7.5,79,165475,75.0
33,Road Trip,2000,6.4,55,155318,64.0
34,The Perfect Storm,2000,6.4,59,153935,64.0
35,"Dude, Where's My Car?",2000,5.5,30,132933,55.0
36,Billy Elliot,2000,7.7,74,123998,77.0
37,Hollow Man,2000,5.8,24,121855,58.0
38,Scream 3,2000,5.6,56,121083,56.0
39,Fa yeung nin wah,2000,8.1,85,119069,81.0
40,Shanghai Noon,2000,6.6,77,117536,66.0
41,What Lies Beneath,2000,6.6,51,116016,66.0
42,The 6th Day,2000,5.9,49,115066,59.0
43,Pay It Forward,2000,7.2,40,111336,72.0
44,The Whole Nine Yards,2000,6.7,47,108536,67.0
45,Men of Honor,2000,7.2,56,105439,72.0
46,Coyote Ugly,2000,5.7,27,105182,57.0
47,The Family Man,2000,6.8,42,101202,68.0
48,Dancer in the Dark,2000,8.0,61,100044,80.0
49,Frequency,2000,7.3,67,99419,73.0
50,Little Nicky,2000,5.3,38,96397,53.0
51,Bedazzled,2000,6.0,49,95264,60.0
52,The Cell,2000,6.3,40,93874,63.0
53,Malèna,2000,7.5,54,87727,75.0
54,Bring It On,2000,6.0,52,85664,60.0
55,The Road to El Dorado,2000,6.9,51,82163,69.0
56,Finding Forrester,2000,7.3,62,81512,73.0
57,Big Momma's House,2000,5.2,33,79786,52.0
58,U-571,2000,6.6,62,75714,66.0
59,Battlefield Earth,2000,2.5,9,75192,25.0
60,Shaft,2000,5.9,50,72441,59.0
61,Space Cowboys,2000,6.4,73,72378,64.0
62,Mission to Mars,2000,5.7,34,69544,57.0
63,Romeo Must Die,2000,6.1,52,65999,61.0
64,The Gift,2000,6.6,62,62345,66.0
65,Wonder Boys,2000,7.2,73,60545,72.0
66,Titan A.E.,2000,6.6,48,58045,66.0
67,Vertical Limit,2000,5.9,48,57807,59.0
68,The Replacements,2000,6.6,30,57236,66.0
69,Les rivières pourpres,2000,6.9,49,56995,69.0
70,Red Planet,2000,5.7,34,54698,57.0
71,Best in Show,2000,7.4,78,54421,74.0
72,Proof of Life,2000,6.2,45,54361,62.0
73,Sexy Beast,2000,7.3,79,54065,73.0
74,Thirteen Days,2000,7.3,67,53080,73.0
75,The Legend of Bagger Vance,2000,6.7,47,52763,67.0
76,Dinosaur,2000,6.5,56,51922,65.0
77,Quills,2000,7.3,70,50908,73.0
78,Keeping the Faith,2000,6.3,60,49318,63.0
79,Nueve reinas,2000,7.9,80,48794,79.0
80,Boiler Room,2000,7.0,63,48438,70.0
81,Nutty Professor II: The Klumps,2000,4.4,38,47631,44.0
82,Rules of Engagement,2000,6.4,45,43770,64.0
83,28 Days,2000,6.1,46,43644,61.0
84,Ginger Snaps,2000,6.8,70,40869,68.0
85,The Kid,2000,6.1,45,39685,61.0
86,Shadow of the Vampire,2000,6.9,71,39537,69.0
87,Tigerland,2000,7.0,55,37534,70.0
88,Reindeer Games,2000,5.8,37,37000,58.0
89,Small Time Crooks,2000,6.7,69,36322,67.0
90,Next Friday,2000,6.2,41,36049,62.0
91,Chopper,2000,7.2,65,35754,72.0
92,Book of Shadows: Blair Witch 2,2000,3.9,15,35235,39.0
93,102 Dalmatians,2000,4.9,35,34063,49.0
94,Nurse Betty,2000,6.1,69,32627,61.0
95,Get Carter,2000,5.2,24,32132,52.0
96,Dungeons & Dragons,2000,3.6,14,31638,36.0
97,Dracula 2000,2000,4.9,26,31590,49.0
98,The Way of the Gun,2000,6.7,49,31382,67.0
99,Where the Heart Is,2000,6.8,30,31312,68.0
100,The Skulls,2000,5.6,24,30610,56.0
101,Vampire Hunter D: Bloodlust,2000,7.7,62,28580,77.0
102,The Art of War,2000,5.7,30,28360,57.0
103,You Can Count on Me,2000,7.5,85,27595,75.0
104,Pollock,2000,7.0,77,26567,70.0
105,Loser,2000,5.3,35,26299,53.0
106,Gongdong gyeongbi guyeok JSA,2000,7.8,58,25560,78.0
107,The Watcher,2000,5.3,22,25520,53.0
108,Autumn in New York,2000,5.7,24,24501,57.0
109,Before Night Falls,2000,7.2,85,23660,72.0
110,The Contender,2000,6.9,59,22507,69.0
111,Under Suspicion,2000,6.5,43,22012,65.0
112,Brother,2000,7.2,47,21452,72.0
113,The Flintstones in Viva Rock Vegas,2000,3.6,27,21213,36.0
114,Im Juli,2000,7.7,71,20645,77.0
115,The Million Dollar Hotel,2000,5.9,25,20566,59.0
116,Tillsammans,2000,7.4,84,20303,74.0
117,State and Main,2000,6.7,75,20215,67.0
118,Bounce,2000,5.7,52,19811,57.0
119,Yi yi,2000,8.2,93,19736,82.0
120,The Yards,2000,6.4,58,19628,64.0
121,Return to Me,2000,6.9,54,19345,69.0
122,Highlander: Endgame,2000,4.6,21,19124,46.0
123,The Adventures of Rocky & Bullwinkle,2000,4.2,36,19090,42.0
124,My Dog Skip,2000,7.0,61,19066,70.0
125,Blinkende lygter,2000,7.7,47,18808,77.0
126,Center Stage,2000,6.7,52,18680,67.0
127,Love & Basketball,2000,7.2,70,18071,72.0
128,Dr. T & the Women,2000,4.6,64,17514,46.0
129,Saving Grace,2000,6.9,62,17360,69.0
130,Sånger från andra våningen,2000,7.6,77,17173,76.0
131,Supernova,2000,4.9,19,16882,49.0
132,The Tigger Movie,2000,6.3,53,16846,63.0
133,Baise-moi,2000,4.4,35,16586,44.0
134,Boys and Girls,2000,5.4,29,15808,54.0
135,Urban Legends: Final Cut,2000,4.3,16,15781,43.0
136,The Dish,2000,7.1,74,15122,71.0
137,Gossip,2000,5.9,31,14270,59.0
138,Down to You,2000,5.0,13,14187,50.0
139,The Man Who Cried,2000,6.2,40,14032,62.0
140,Der Krieger und die Kaiserin,2000,7.5,64,13969,75.0
141,Bless the Child,2000,5.1,17,13731,51.0
142,Ready to Rumble,2000,5.4,23,13399,54.0
143,Cecil B. Demented,2000,6.3,57,13390,63.0
144,Drowning Mona,2000,5.7,25,13004,57.0
145,Gangster No. 1,2000,6.8,60,12963,68.0
146,All the Pretty Horses,2000,5.8,55,12776,58.0
147,Italiensk for begyndere,2000,7.0,77,12652,70.0
148,Animal Factory,2000,6.6,65,12617,66.0
149,Seom,2000,7.0,61,12463,70.0
150,Werckmeister harmóniák,2000,8.2,92,12367,82.0
151,The Ladies Man,2000,5.2,22,12287,52.0
152,Blood: The Last Vampire,2000,6.7,44,11809,67.0
153,Hanging Up,2000,4.9,33,11688,49.0
154,Code inconnu: Récit incomplet de divers voyages,2000,7.2,74,11601,72.0
155,Anatomie,2000,6.1,33,11527,61.0
156,Snow Day,2000,5.1,34,11353,51.0
157,Rugrats in Paris: The Movie - Rugrats II,2000,6.1,62,10994,61.0
158,The Next Best Thing,2000,4.7,25,10657,47.0
159,Bait,2000,5.8,39,10413,58.0
160,Lost Souls,2000,4.8,16,10313,48.0
161,Bamboozled,2000,6.5,54,10250,65.0
162,Woman on Top,2000,5.3,41,9878,53.0
163,Lucky Numbers,2000,5.0,31,9768,50.0
164,Whatever It Takes,2000,5.5,20,9673,55.0
165,"Harry, un ami qui vous veut du bien",2000,7.1,75,9478,71.0
166,The Little Vampire,2000,5.7,45,9447,57.0
167,Happy Accidents,2000,7.2,60,9408,72.0
168,Girlfight,2000,6.7,70,9264,67.0
169,101 Reykjavík,2000,6.8,68,9251,68.0
170,Duets,2000,6.1,40,9052,61.0
171,What Planet Are You From?,2000,5.6,41,8990,56.0
172,Hamlet,2000,5.9,70,8982,59.0
173,Pane e tulipani,2000,7.3,68,8935,73.0
174,Left Behind,2000,4.5,22,8918,45.0
175,Le goût des autres,2000,7.2,78,8851,72.0
176,The Weight of Water,2000,5.9,45,8850,59.0
177,Screwed,2000,5.8,7,8313,58.0
178,Here on Earth,2000,5.2,25,8189,52.0
179,Sous le sable,2000,7.1,86,8147,71.0
180,Panic,2000,6.6,77,7911,66.0
181,George Washington,2000,7.3,82,7696,73.0
182,Zamani barayé masti asbha,2000,7.7,78,7322,77.0
183,The Tao of Steve,2000,6.6,70,7292,66.0
184,Vatel,2000,6.6,44,7277,66.0
185,Uzumaki,2000,6.2,62,7159,62.0
186,The Broken Hearts Club: A Romantic Comedy,2000,6.9,51,7055,69.0
187,The House of Mirth,2000,7.0,78,7049,70.0
188,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1619025,88.0
189,A Beautiful Mind,2001,8.2,72,827076,82.0
190,"Monsters, Inc.",2001,8.0,79,794539,80.0
191,Donnie Darko,2001,8.0,71,728155,80.0
192,Amélie,2001,8.3,69,690172,83.0
193,Sen to Chihiro no kamikakushi,2001,8.6,96,626041,86.0
194,Harry Potter and the Sorcerer's Stone,2001,7.6,64,624607,76.0
195,Shrek,2001,7.8,84,599816,78.0
196,Ocean's Eleven,2001,7.7,74,504222,77.0
197,Training Day,2001,7.7,69,381288,77.0
198,Black Hawk Down,2001,7.7,74,358028,77.0
199,The Fast and the Furious,2001,6.8,58,340988,68.0
200,The Others,2001,7.6,74,330451,76.0
201,Mulholland Dr.,2001,8.0,85,312750,80.0
202,Pearl Harbor,2001,6.2,44,306901,62.0
203,The Mummy Returns,2001,6.3,48,296559,63.0
204,Jurassic Park III,2001,5.9,42,290789,59.0
205,A.I. Artificial Intelligence,2001,7.2,65,286340,72.0
206,Moulin Rouge!,2001,7.6,66,262791,76.0
207,The Royal Tenenbaums,2001,7.6,76,260839,76.0
208,Hannibal,2001,6.8,57,249891,68.0
209,Vanilla Sky,2001,6.9,45,244701,69.0
210,Zoolander,2001,6.5,61,242452,65.0
211,Enemy at the Gates,2001,7.6,53,238162,76.0
212,Blow,2001,7.6,52,236424,76.0
213,American Pie 2,2001,6.4,43,236294,64.0
214,Bridget Jones's Diary,2001,6.7,66,219833,67.0
215,Planet of the Apes,2001,5.7,50,207896,57.0
216,Rush Hour 2,2001,6.6,48,196501,66.0
217,Lara Croft: Tomb Raider,2001,5.8,33,195094,58.0
218,Legally Blonde,2001,6.3,59,179968,63.0
219,Swordfish,2001,6.5,32,174452,65.0
220,K-PAX,2001,7.4,49,173187,74.0
221,A Knight's Tale,2001,6.9,56,167672,69.0
222,Scary Movie 2,2001,5.3,29,147117,53.0
223,Jay and Silent Bob Strike Back,2001,6.8,51,146979,68.0
224,From Hell,2001,6.8,54,144676,68.0
225,Spy Game,2001,7.1,63,142572,71.0
226,I Am Sam,2001,7.7,28,141112,77.0
227,Shallow Hal,2001,5.9,48,125491,59.0
228,The Princess Diaries,2001,6.3,52,125107,63.0
229,The Score,2001,6.8,71,119123,68.0
230,Evolution,2001,6.1,40,118027,61.0
231,Y tu mamá también,2001,7.6,88,113637,76.0
232,Ghost World,2001,7.3,88,111617,73.0
233,Jeepers Creepers,2001,6.2,49,108703,62.0
234,Rat Race,2001,6.4,52,107340,64.0
235,Spy Kids,2001,5.5,71,106351,55.0
236,Lagaan: Once Upon a Time in India,2001,8.1,84,102546,81.0
237,The Man Who Wasn't There,2001,7.5,73,102188,75.0
238,Serendipity,2001,6.9,52,102079,69.0
239,The Mexican,2001,6.1,43,101666,61.0
240,Atlantis: The Lost Empire,2001,6.9,52,101375,69.0
241,Behind Enemy Lines,2001,6.4,49,97566,64.0
242,Not Another Teen Movie,2001,5.7,32,95407,57.0
243,Super Troopers,2001,7.1,48,94851,71.0
244,Ali,2001,6.8,65,92406,68.0
245,Das Experiment,2001,7.7,60,89942,77.0
246,The One,2001,5.9,25,87718,59.0
247,Sweet November,2001,6.7,27,84312,67.0
248,Monster's Ball,2001,7.0,69,81468,70.0
249,Final Fantasy: The Spirits Within,2001,6.4,49,79511,64.0
250,Gosford Park,2001,7.2,90,78894,72.0
251,Thir13en Ghosts,2001,5.6,30,77954,56.0
252,Kate & Leopold,2001,6.4,44,77825,64.0
253,Frailty,2001,7.2,64,75303,72.0
254,Along Came a Spider,2001,6.4,42,74887,64.0
255,The Wedding Planner,2001,5.3,33,74607,53.0
256,Siu Lam juk kau,2001,7.3,68,73120,73.0
257,The Last Castle,2001,7.0,43,69761,70.0
258,Bandits,2001,6.5,60,64690,65.0
259,Joy Ride,2001,6.6,75,62969,66.0
260,Le pacte des loups,2001,7.0,57,61807,70.0
261,El espinazo del diablo,2001,7.4,78,60549,74.0
262,Kiss of the Dragon,2001,6.6,58,60139,66.0
263,Waking Life,2001,7.8,82,59892,78.0
264,Save the Last Dance,2001,6.2,53,56450,62.0
265,The Animal,2001,4.8,43,56291,48.0
266,Cats & Dogs,2001,5.1,47,55589,51.0
267,La pianiste,2001,7.5,79,54564,75.0
268,America's Sweethearts,2001,5.7,44,53979,57.0
269,Wet Hot American Summer,2001,6.6,42,53380,66.0
270,Session 9,2001,6.4,58,53040,64.0
271,Original Sin,2001,6.1,33,52995,61.0
272,How High,2001,6.3,29,52623,63.0
273,The Pledge,2001,6.8,71,52492,68.0
274,The Majestic,2001,6.9,27,51739,69.0
275,Koroshiya 1,2001,7.0,55,51388,70.0
276,Heartbreakers,2001,6.2,47,50845,62.0
277,Joe Dirt,2001,6.0,20,50504,60.0
278,Ghosts of Mars,2001,4.9,35,50298,49.0
279,Jason X,2001,4.4,25,49385,44.0
280,15 Minutes,2001,6.1,34,47931,61.0
281,Don't Say a Word,2001,6.3,38,47919,63.0
282,The 51st State,2001,6.3,23,47249,63.0
283,Freddy Got Fingered,2001,4.6,13,45491,46.0
284,No Man's Land,2001,7.9,84,43952,79.0
285,3000 Miles to Graceland,2001,6.0,21,43224,60.0
286,Life as a House,2001,7.5,45,42523,75.0
287,Cowboy Bebop: Tengoku no tobira,2001,7.9,61,41965,79.0
288,Dr. Dolittle 2,2001,4.7,49,41175,47.0
289,Rock Star,2001,6.3,54,40416,63.0
290,Driven,2001,4.6,29,38882,46.0
291,Saving Silverman,2001,5.9,22,38254,59.0
292,Black Knight,2001,4.9,32,37495,49.0
293,The Curse of the Jade Scorpion,2001,6.7,52,37274,67.0
294,In the Bedroom,2001,7.4,86,36902,74.0
295,Wasabi,2001,6.7,53,36877,67.0
296,The Believer,2001,7.2,75,36144,72.0
297,Hearts in Atlantis,2001,6.9,55,35977,69.0
298,Mean Machine,2001,6.5,45,35256,65.0
299,Lucía y el sexo,2001,7.1,65,34619,71.0
300,Bully,2001,6.9,45,34038,69.0
301,Heist,2001,6.5,66,32851,65.0
302,Captain Corelli's Mandolin,2001,5.9,36,32534,59.0
303,The Glass House,2001,5.8,34,32193,58.0
304,Osmosis Jones,2001,6.3,57,31799,63.0
305,Exit Wounds,2001,5.6,39,31619,56.0
306,The Shipping News,2001,6.7,47,31609,67.0
307,Hedwig and the Angry Inch,2001,7.7,85,31465,77.0
308,Jimmy Neutron: Boy Genius,2001,6.0,65,30141,60.0
309,Bubble Boy,2001,5.6,41,29724,56.0
310,One Night at McCool's,2001,6.1,46,28177,61.0
311,Antitrust,2001,6.1,31,28157,61.0
312,Hard Ball,2001,6.4,48,27770,64.0
313,The Tailor of Panama,2001,6.1,66,27516,61.0
314,Riding in Cars with Boys,2001,6.5,43,26299,65.0
315,Valentine,2001,4.9,18,24623,49.0
316,Domestic Disturbance,2001,5.6,29,24165,56.0
317,Birthday Girl,2001,6.1,51,24105,61.0
318,Crazy/Beautiful,2001,6.5,61,23596,65.0
319,Buffalo Soldiers,2001,6.8,56,23219,68.0
320,Crocodile Dundee in Los Angeles,2001,4.8,37,23188,48.0
321,Someone Like You...,2001,6.1,32,23179,61.0
322,Monsoon Wedding,2001,7.3,77,23048,73.0
323,Sennen joyû,2001,7.9,70,22441,79.0
324,Knockaround Guys,2001,6.1,30,22420,61.0
325,Impostor,2001,6.2,33,22355,62.0
326,Angel Eyes,2001,5.6,39,22199,56.0
327,Josie and the Pussycats,2001,5.4,47,21402,54.0
328,Down to Earth,2001,5.5,32,21385,55.0
329,Glitter,2001,2.2,14,21292,22.0
330,Metoroporisu,2001,7.2,75,19892,72.0
331,Enigma,2001,6.3,64,19888,63.0
332,Lost and Delirious,2001,6.9,53,19702,69.0
333,O,2001,6.1,53,19044,61.0
334,Tape,2001,7.3,71,18513,73.0
335,Lantana,2001,7.2,84,18409,72.0
336,Just Visiting,2001,5.8,38,18070,58.0
337,Get Over It,2001,5.7,52,17743,57.0
338,La stanza del figlio,2001,7.3,73,17318,73.0
339,Tomcats,2001,5.4,15,17301,54.0
340,Human Nature,2001,6.4,56,17178,64.0
341,Made,2001,6.4,62,17021,64.0
342,Iris,2001,7.0,76,16967,70.0
343,Storytelling,2001,6.8,50,16910,68.0
344,Out Cold,2001,6.4,22,16548,64.0
345,Monkeybone,2001,4.7,40,16488,47.0
346,Le placard,2001,7.0,72,16393,70.0
347,Kairo,2001,6.5,70,16058,65.0
348,Kissing Jessica Stein,2001,6.4,72,15761,64.0
349,Summer Catch,2001,5.1,21,15003,51.0
350,What's the Worst That Could Happen?,2001,5.5,37,14836,55.0
351,El hijo de la novia,2001,7.8,68,14541,78.0
352,The Musketeer,2001,4.9,27,13925,49.0
353,Elling,2001,7.5,70,13893,75.0
354,American Outlaws,2001,6.0,25,13774,60.0
355,Head Over Heels,2001,5.5,27,13679,55.0
356,Sugar & Spice,2001,5.7,48,13345,57.0
357,Pootie Tang,2001,5.3,31,13287,53.0
358,Sur mes lèvres,2001,7.3,82,13251,73.0
359,Intacto,2001,6.9,59,12645,69.0
360,Baby Boy,2001,6.4,55,12640,64.0
361,Say It Isn't So,2001,5.0,21,12489,50.0
362,Corky Romano,2001,4.7,20,12395,47.0
363,Nirgendwo in Afrika,2001,7.5,72,12254,75.0
364,Dogtown and Z-Boys,2001,7.7,76,12077,77.0
365,Le peuple migrateur,2001,7.9,82,11419,79.0
366,Intimacy,2001,6.1,69,11074,61.0
367,The Deep End,2001,6.5,78,10921,65.0
368,Novocaine,2001,5.8,45,10578,58.0
369,Charlotte Gray,2001,6.4,48,10503,64.0
370,À ma soeur!,2001,6.5,77,10326,65.0
371,The Grey Zone,2001,7.0,58,10149,70.0
372,Joe Somebody,2001,5.5,42,9855,55.0
373,L.I.E.,2001,7.1,73,9454,71.0
374,Thirteen Conversations About One Thing,2001,7.0,74,9372,70.0
375,Recess: School's Out,2001,6.6,43,9251,66.0
376,Manic,2001,7.3,60,9125,73.0
377,Nabbeun namja,2001,6.7,49,8979,67.0
378,See Spot Run,2001,5.4,24,8617,54.0
379,The Lord of the Rings: The Two Towers,2002,8.7,87,1448949,87.0
380,Catch Me If You Can,2002,8.1,75,799710,81.0
381,The Pianist,2002,8.5,85,707434,85.0
382,Cidade de Deus,2002,8.6,79,685520,86.0
383,Spider-Man,2002,7.3,73,674920,73.0
384,Star Wars: Episode II - Attack of the Clones,2002,6.5,54,625461,65.0
385,Harry Potter and the Chamber of Secrets,2002,7.4,63,535541,74.0
386,The Bourne Identity,2002,7.9,68,498894,79.0
387,Minority Report,2002,7.6,80,498600,76.0
388,Ice Age,2002,7.5,60,431262,75.0
389,Gangs of New York,2002,7.5,72,396778,75.0
390,28 Days Later...,2002,7.6,73,369336,76.0
391,Men in Black II,2002,6.2,49,336935,62.0
392,Signs,2002,6.7,59,331685,67.0
393,The Ring,2002,7.1,57,314922,71.0
394,Equilibrium,2002,7.4,33,308048,74.0
395,The Transporter,2002,6.8,51,281024,68.0
396,Insomnia,2002,7.2,78,268926,72.0
397,Panic Room,2002,6.8,65,252816,68.0
398,Phone Booth,2002,7.0,56,247680,70.0
399,Red Dragon,2002,7.2,60,246313,72.0
400,8 Mile,2002,7.1,77,244762,71.0
401,Resident Evil,2002,6.7,33,243162,67.0
402,Road to Perdition,2002,7.7,72,242338,77.0
403,Chicago,2002,7.1,81,212343,71.0
404,Die Another Day,2002,6.1,56,201505,61.0
405,A Walk to Remember,2002,7.4,35,196514,74.0
406,Blade II,2002,6.7,52,196453,67.0
407,Austin Powers in Goldmember,2002,6.2,62,192677,62.0
408,Adaptation.,2002,7.7,83,174059,77.0
409,Ying xiong,2002,7.9,85,171994,79.0
410,xXx,2002,5.9,48,171542,59.0
411,About a Boy,2002,7.0,75,169203,70.0
412,25th Hour,2002,7.6,68,167824,76.0
413,Lilo & Stitch,2002,7.2,73,163646,72.0
414,Punch-Drunk Love,2002,7.3,78,144175,73.0
415,Bowling for Columbine,2002,7.9,72,138589,79.0
416,Mr. Deeds,2002,5.8,24,133958,58.0
417,The Scorpion King,2002,5.5,45,128645,55.0
418,We Were Soldiers,2002,7.2,65,127818,72.0
419,The Count of Monte Cristo,2002,7.8,61,126812,78.0
420,Reign of Fire,2002,6.2,39,124562,62.0
421,The Hours,2002,7.5,80,122360,75.0
422,John Q,2002,7.1,30,121279,71.0
423,About Schmidt,2002,7.1,85,121143,71.0
424,My Big Fat Greek Wedding,2002,6.5,62,118051,65.0
425,The Time Machine,2002,6.0,42,117202,60.0
426,Irréversible,2002,7.4,51,116618,74.0
427,Mou gaan dou,2002,8.0,75,116355,80.0
428,One Hour Photo,2002,6.8,64,112781,68.0
429,Two Weeks Notice,2002,6.1,42,104859,61.0
430,Bend It Like Beckham,2002,6.6,66,103004,66.0
431,Hable con ella,2002,7.9,86,102751,79.0
432,National Lampoon's Van Wilder,2002,6.4,26,102116,64.0
433,The Sum of All Fears,2002,6.4,45,101427,64.0
434,Sweet Home Alabama,2002,6.2,45,100590,62.0
435,Treasure Planet,2002,7.2,60,99412,72.0
436,Scooby-Doo,2002,5.1,35,96391,51.0
437,Ghost Ship,2002,5.5,28,91816,55.0
438,The Hot Chick,2002,5.5,29,88582,55.0
439,Maid in Manhattan,2002,5.3,45,82772,53.0
440,Confessions of a Dangerous Mind,2002,7.0,67,82091,70.0
441,Secretary,2002,7.0,63,81790,70.0
442,Analyze That,2002,5.9,37,81356,59.0
443,Jackass: The Movie,2002,6.6,42,80217,66.0
444,Frida,2002,7.4,61,79639,74.0
445,Unfaithful,2002,6.7,63,78329,67.0
446,Solaris,2002,6.2,65,78115,62.0
447,The Tuxedo,2002,5.4,30,78056,54.0
448,The Mothman Prophecies,2002,6.4,52,74401,64.0
449,Cabin Fever,2002,5.7,56,73020,57.0
450,Star Trek: Nemesis,2002,6.4,51,72561,64.0
451,Collateral Damage,2002,5.5,33,71110,55.0
452,40 Days and 40 Nights,2002,5.6,53,69630,56.0
453,Changing Lanes,2002,6.4,69,66086,64.0
454,Windtalkers,2002,6.1,51,64604,61.0
455,Spirit: Stallion of the Cimarron,2002,7.1,52,63402,71.0
456,Boksuneun naui geot,2002,7.6,56,61019,76.0
457,Showtime,2002,5.5,32,59927,55.0
458,Spy Kids 2: Island of Lost Dreams,2002,5.2,66,59252,52.0
459,K-19: The Widowmaker,2002,6.7,58,58689,67.0
460,S1m0ne,2002,6.1,49,58248,61.0
461,The Sweetest Thing,2002,5.2,32,54302,52.0
462,Murder by Numbers,2002,6.2,50,52219,62.0
463,Eight Legged Freaks,2002,5.4,53,51976,54.0
464,Queen of the Damned,2002,5.3,30,51695,53.0
465,Hart's War,2002,6.3,49,50250,63.0
466,Stuart Little 2,2002,5.5,66,49271,55.0
467,The Rules of Attraction,2002,6.7,50,48953,67.0
468,I Spy,2002,5.4,35,48516,54.0
469,The Santa Clause 2,2002,5.6,48,48321,56.0
470,Neko no ongaeshi,2002,7.2,70,46908,72.0
471,Orange County,2002,6.2,48,46536,62.0
472,Bubba Ho-Tep,2002,7.0,57,44989,70.0
473,Bad Company,2002,5.6,37,44363,56.0
474,Far from Heaven,2002,7.3,84,43286,73.0
475,Kung Pow: Enter the Fist,2002,6.2,14,43017,62.0
476,The Good Girl,2002,6.4,71,42578,64.0
477,Lilja 4-ever,2002,7.8,82,41817,78.0
478,Blood Work,2002,6.4,64,41387,64.0
479,Ju-on,2002,6.7,48,40288,67.0
480,Dirty Pretty Things,2002,7.3,78,40146,73.0
481,In America,2002,7.7,76,40064,77.0
482,L'auberge espagnole,2002,7.3,65,38995,73.0
483,Whale Rider,2002,7.5,80,38882,75.0
484,Enough,2002,5.8,25,38809,58.0
485,Death to Smoochy,2002,6.4,38,38342,64.0
486,High Crimes,2002,6.4,48,38141,64.0
487,Crossroads,2002,3.5,27,38040,35.0
488,Narc,2002,7.1,70,37905,71.0
489,Halloween: Resurrection,2002,4.0,19,36561,40.0
490,Spun,2002,6.8,41,36468,68.0
491,Dragonfly,2002,6.1,25,36308,61.0
492,Spider,2002,6.8,83,35137,68.0
493,Big Fat Liar,2002,5.4,36,34568,54.0
494,The New Guy,2002,5.9,24,33210,59.0
495,Femme Fatale,2002,6.2,59,33131,62.0
496,Undercover Brother,2002,5.8,69,33072,58.0
497,24 Hour Party People,2002,7.3,85,32614,73.0
498,Drumline,2002,5.8,63,32578,58.0
499,May,2002,6.6,58,32521,66.0
500,Antwone Fisher,2002,7.3,62,32317,73.0
501,The Four Feathers,2002,6.5,49,32177,65.0
502,The Rookie,2002,6.9,72,31707,69.0
503,Igby Goes Down,2002,6.9,72,31676,69.0
504,Boat Trip,2002,4.9,18,29970,49.0
505,Blue Crush,2002,5.7,61,29700,57.0
506,The Salton Sea,2002,7.1,41,29310,71.0
507,White Oleander,2002,7.1,61,29262,71.0
508,Barbershop,2002,6.3,66,28991,63.0
509,8 femmes,2002,7.1,64,28608,71.0
510,Undisputed,2002,6.2,58,28466,62.0
511,Gin gwai,2002,6.7,66,27672,67.0
512,Rabbit-Proof Fence,2002,7.4,80,27098,74.0
513,The Quiet American,2002,7.0,84,26940,70.0
514,The Magdalene Sisters,2002,7.7,83,25593,77.0
515,Hollywood Ending,2002,6.6,46,25449,66.0
516,Rollerball,2002,3.1,14,25429,31.0
517,Friday After Next,2002,5.8,35,25161,58.0
518,Snow Dogs,2002,5.2,29,24855,52.0
519,The Adventures of Pluto Nash,2002,3.8,12,24162,38.0
520,City by the Sea,2002,6.1,50,23946,61.0
521,Heaven,2002,7.0,68,23051,70.0
522,Bloody Sunday,2002,7.6,90,23024,76.0
523,Life or Something Like It,2002,5.8,31,22855,58.0
524,Trapped,2002,6.2,42,22495,62.0
525,The Master of Disguise,2002,3.4,12,21981,34.0
526,The Importance of Being Earnest,2002,6.8,60,21860,68.0
527,Tasogare Seibei,2002,8.1,82,21828,81.0
528,Mies vailla menneisyyttä,2002,7.7,84,21651,77.0
